,ID,Cluster
406,766192891,0
407,766192892,1
408,766192893,0
409,766192894,0
410,766192895,1
411,766192896,0
412,766192897,0
413,766192898,1
414,766192899,0
415,766192900,1
416,766192901,0
417,766192902,2
418,766192903,0
419,766192904,0
420,766192905,1
421,766192906,1
422,766192907,2
423,766192908,1
424,766192909,0
425,766192910,0
426,766192911,1
427,766192912,0
428,766192913,1
429,766192914,0
430,766192915,0
431,766192916,2
432,766192917,0
433,766192918,0
434,766192919,0
435,766192920,0
436,766192921,1
437,766192922,0
438,766192923,2
439,766192924,1
440,766192925,0
441,766192926,2
442,766192927,0
443,766192928,0
444,766192929,0
445,766192930,1
446,766192931,0
447,766192932,1
448,766192933,0
449,766192934,0
450,766192935,1
451,766192936,0
452,766192937,2
453,766192938,2
454,766192939,0
455,766192940,0
456,766192941,0
457,766192942,0
458,766192943,1
459,766192944,0
460,766192945,1
461,766192946,0
462,766192947,1
463,766192948,2
464,766192949,0
465,766192950,2
466,766192951,1
467,766192952,1
468,766192953,2
469,766192954,1
470,766192955,1
471,766192956,0
472,766192957,1
473,766192958,1
474,766192959,0
475,766192960,1
476,766192961,2
477,766192962,2
478,766192963,0
479,766192964,0
480,766192965,1
481,766192966,0
482,766192967,1
483,766192968,0
484,766192969,2
485,766192970,1
486,766192971,0
487,766192972,2
488,766192973,1
489,766192974,0
490,766192975,2
491,766192976,0
492,766192977,0
493,766192978,0
494,766192979,1
495,766192980,0
496,766192981,2
497,766192982,0
498,766192983,2
499,766192984,0
500,766192985,0
501,766192986,0
502,766192987,2
503,766192988,0
504,766192989,0
505,766192990,0
506,766192991,2
507,766192992,1
508,766192993,0
509,766192994,2
510,766192995,0
511,766192996,1
512,766192997,0
513,766192998,0
514,766192999,0
515,766193000,2
516,766193001,1
517,766193002,0
518,766193003,0
519,766193004,2
520,766193005,2
521,766193006,0
522,766193007,0
523,766193008,0
524,766193009,1
525,766193010,0
526,766193011,2
527,766193012,0
528,766193013,2
529,766193014,0
530,766193015,2
531,766193016,2
532,766193017,1
533,766193018,0
534,766193019,0
535,766193020,2
536,766193021,0
537,766193022,1
538,766193023,0
539,766193024,0
540,766193025,0
541,766193026,1
542,766193027,2
543,766193028,1
544,766193029,1
545,766193030,1
546,766193031,1
547,766193032,0
548,766193033,0
549,766193034,0
550,766193035,1
551,766193036,1
552,766193037,1
553,766193038,1
554,766193039,1
555,766193040,1
556,766193041,0
557,766193042,0
558,766193043,0
559,766193044,2
560,766193045,1
561,766193046,0
562,766193047,1
563,766193048,2
564,766193049,1
565,766193050,2
566,766193051,0
567,766193052,2
568,766193053,1
569,766193054,1
570,766193055,2
571,766193056,1
572,766193057,2
573,766193058,0
574,766193059,1
575,766193060,1
576,766193061,0
577,766193062,0
578,766193063,2
579,766193064,0
580,766193065,0
581,766193066,0
582,766193067,1
583,766193068,0
584,766193069,2
585,766193070,0
586,766193071,1
587,766193072,0
588,766193073,2
589,766193074,0
590,766193075,1
591,766193076,1
592,766193077,0
593,766193078,0
594,766193079,0
595,766193080,2
596,766193081,0
597,766193082,1
598,766193083,0
599,766193084,0
600,766193085,0
601,766193086,0
602,766193087,2
603,766193088,1
604,766193089,0
605,766193090,0
606,766193091,0
607,766193092,2
608,766193093,1
609,766193094,0
610,766193095,0
611,766193096,0
612,766193097,1
613,766193098,0
614,766193099,0
615,766193100,2
616,766193101,2
617,766193102,2
618,766193103,0
619,766193104,0
620,766193105,0
621,766193106,0
622,766193107,1
623,766193108,0
624,766193109,0
625,766193110,2
626,766193111,1
627,766193112,1
628,766193113,0
629,766193114,0
630,766193115,0
631,766193116,0
632,766193117,0
633,766193118,2
634,766193119,0
635,766193120,0
636,766193121,0
637,766193122,0
638,766193123,1
639,766193124,2
640,766193125,0
641,766193126,0
642,766193127,0
643,766193128,1
644,766193129,0
645,766193130,0
646,766193131,1
647,766193132,0
648,766193133,0
649,766193134,0
650,766193135,0
651,766193136,0
652,766193137,2
653,766193138,2
654,766193139,2
655,766193140,0
656,766193141,1
657,766193142,0
658,766193143,2
659,766193144,0
660,766193145,1
661,766193146,2
662,766193147,1
663,766193148,1
664,766193149,0
665,766193150,2
666,766193151,2
667,766193152,2
668,766193153,0
669,766193154,2
670,766193155,1
671,766193156,2
672,766193157,1
673,766193158,0
674,766193159,0
675,766193160,0
676,766193161,1
677,766193162,2
678,766193163,2
679,766193164,2
680,766193165,2
681,766193166,2
682,766193167,0
683,766193168,0
684,766193169,1
685,766193170,0
686,766193171,0
687,766193172,2
688,766193173,0
689,766193174,0
690,766193175,1
691,766193176,0
692,766193177,0
693,766193178,2
694,766193179,2
695,766193180,1
696,766193181,0
697,766193182,1
698,766193183,2
699,766193184,0
700,766193185,0
701,766193186,1
702,766193187,0
703,766193188,2
704,766193189,0
705,766193190,0
706,766193191,0
707,766193192,2
708,766193193,0
709,766193194,0
710,766193195,0
711,766193196,0
712,766193197,0
713,766193198,0
714,766193199,0
715,766193200,1
716,766193201,0
717,766193202,1
718,766193203,0
719,766193204,0
720,766193205,2
721,766193206,0
722,766193207,2
723,766193208,0
724,766193209,0
725,766193210,0
726,766193211,1
727,766193212,0
728,766193213,0
729,766193214,0
730,766193215,1
731,766193216,0
732,766193217,1
733,766193218,0
734,766193219,0
735,766193220,1
736,766193221,2
737,766193222,0
738,766193223,1
739,766193224,1
740,766193225,0
741,766193226,0
742,766193227,0
743,766193228,2
744,766193229,0
745,766193230,0
746,766193231,2
747,766193232,0
748,766193233,1
749,766193234,2
750,766193235,0
751,766193236,2
752,766193237,0
753,766193238,1
754,766193239,0
755,766193240,0
756,766193241,0
757,766193242,2
758,766193243,1
759,766193244,1
760,766193245,2
761,766193246,2
762,766193247,1
763,766193248,0
764,766193249,1
765,766193250,0
766,766193251,1
767,766193252,0
768,766193253,0
769,766193254,0
770,766193255,1
771,766193256,2
772,766193257,0
773,766193258,1
774,766193259,0
775,766193260,2
776,766193261,1
777,766193262,1
778,766193263,0
779,766193264,2
780,766193265,0
781,766193266,2
782,766193267,0
783,766193268,0
784,766193269,0
785,766193270,0
786,766193271,0
787,766193272,0
788,766193273,2
789,766193274,2
790,766193275,1
791,766193276,0
792,766193277,1
793,766193278,0
794,766193279,1
795,766193280,2
796,766193281,0
797,766193282,0
798,766193283,1
799,766193284,0
800,766193285,1
801,766193286,1
802,766193287,0
803,766193288,2
804,766193289,0
805,766193290,2
806,766193291,1
807,766193292,1
808,766193293,0
809,766193294,0
810,766193295,1
811,766193296,0
812,766193297,0
813,766193298,1
814,766193299,0
815,766193300,0
816,766193301,0
817,766193302,0
818,766193303,0
819,766193304,0
820,766193305,1
821,766193306,1
822,766193307,0
823,766193308,0
824,766193309,0
825,766193310,0
826,766193311,2
827,766193312,1
828,766193313,0
829,766193314,0
830,766193315,1
831,766193316,0
832,766193317,1
833,766193318,2
834,766193319,0
835,766193320,0
836,766193321,1
837,766193322,2
838,766193323,1
839,766193324,0
840,766193325,1
841,766193326,1
842,766193327,0
843,766193328,0
844,766193329,0
845,766193330,0
846,766193331,0
847,766193332,0
848,766193333,1
849,766193334,0
850,766193335,0
851,766193336,2
852,766193337,0
853,766193338,1
854,766193339,2
855,766193340,0
856,766193341,2
857,766193342,0
858,766193343,0
859,766193344,0
860,766193345,0
861,766193346,0
862,766193347,2
863,766193348,1
864,766193349,1
865,766193350,1
866,766193351,1
867,766193352,2
868,766193353,2
869,766193354,0
870,766193355,1
871,766193356,0
872,766193357,0
873,766193358,1
874,766193359,1
875,766193360,2
876,766193361,2
877,766193362,0
878,766193363,2
879,766193364,0
880,766193365,0
881,766193366,2
882,766193367,0
883,766193368,1
884,766193369,2
885,766193370,0
886,766193371,0
887,766193372,2
888,766193373,0
889,766193374,0
890,766193375,0
891,766193376,2
892,766193377,1
893,766193378,0
894,766193379,0
895,766193380,2
896,766193381,0
897,766193382,0
898,766193383,0
899,766193384,0
900,766193385,2
901,766193386,1
902,766193387,2
903,766193388,0
904,766193389,2
905,766193390,1
906,766193391,2
907,766193392,0
908,766193393,0
909,766193394,2
910,766193395,0
911,766193396,1
912,766193397,0
913,766193398,0
914,766193399,1
915,766193400,0
916,766193401,0
917,766193402,2
918,766193403,0
919,766193404,1
920,766193405,1
921,766193406,0
922,766193407,1
923,766193408,0
924,766193409,0
925,766193410,2
926,766193411,2
927,766193412,0
928,766193413,0
929,766193414,0
930,766193415,0
931,766193416,1
932,766193417,2
933,766193418,2
934,766193419,1
935,766193420,1
936,766193421,1
937,766193422,0
938,766193423,0
939,766193424,2
940,766193425,0
941,766193426,0
942,766193427,0
943,766193428,0
944,766193429,0
945,766193430,1
946,766193431,1
947,766193432,1
948,766193433,2
949,766193434,2
950,766193435,2
951,766193436,1
952,766193437,0
953,766193438,0
954,766193439,2
955,766193440,0
956,766193441,0
957,766193442,1
958,766193443,0
959,766193444,2
960,766193445,0
961,766193446,2
962,766193447,2
963,766193448,0
964,766193449,0
965,766193450,0
966,766193451,2
967,766193452,0
968,766193453,2
969,766193454,1
970,766193455,2
971,766193456,1
972,766193457,0
973,766193458,0
974,766193459,2
975,766193460,0
976,766193461,0
977,766193462,0
978,766193463,1
979,766193464,1
980,766193465,0
981,766193466,1
982,766193467,2
983,766193468,0
984,766193469,1
985,766193470,0
986,766193471,0
987,766193472,1
988,766193473,0
989,766193474,0
990,766193475,1
991,766193476,0
992,766193477,0
993,766193478,0
994,766193479,1
995,766193480,1
996,766193481,0
997,766193482,1
998,766193483,0
999,766193484,0
1000,766193485,1
1001,766193486,0
1002,766193487,0
1003,766193488,0
1004,766193489,0
1005,766193490,0
1006,766193491,0
1007,766193492,0
1008,766193493,2
1009,766193494,2
1010,766193495,0
1011,766193496,2
1012,766193497,1
1013,766193498,0
1014,766193499,0
1015,766193500,0
1016,766193501,2
1017,766193502,2
1018,766193503,0
1019,766193504,0
1020,766193505,0
1021,766193506,0
1022,766193507,2
1023,766193508,2
1024,766193509,0
1025,766193510,2
1026,766193511,0
1027,766193512,2
1028,766193513,2
1029,766193514,1
1030,766193515,0
1031,766193516,2
1032,766193517,0
1033,766193518,1
1034,766193519,2
1035,766193520,0
1036,766193521,2
1037,766193522,2
1038,766193523,2
1039,766193524,0
1040,766193525,0
1041,766193526,1
1042,766193527,0
1043,766193528,2
1044,766193529,1
1045,766193530,0
1046,766193531,0
1047,766193532,0
1048,766193533,1
1049,766193534,2
1050,766193535,0
1051,766193536,0
1052,766193537,0
1053,766193538,2
1054,766193539,0
1055,766193540,1
1056,766193541,1
1057,766193542,1
1058,766193543,0
1059,766193544,0
1060,766193545,0
1061,766193546,0
1062,766193547,1
1063,766193548,2
1064,766193549,2
1065,766193550,0
1066,766193551,0
1067,766193552,0
1068,766193553,0
1069,766193554,2
1070,766193555,2
1071,766193556,0
1072,766193557,0
1073,766193558,1
1074,766193559,1
1075,766193560,1
1076,766193561,0
1077,766193562,0
1078,766193563,1
1079,766193564,1
1080,766193565,1
1081,766193566,0
1082,766193567,2
1083,766193568,2
1084,766193569,1
1085,766193570,2
1086,766193571,1
1087,766193572,0
1088,766193573,2
1089,766193574,1
1090,766193575,0
1091,766193576,2
1092,766193577,1
1093,766193578,1
1094,766193579,0
1095,766193580,0
1096,766193581,0
1097,766193582,0
1098,766193583,1
1099,766193584,1
1100,766193585,0
1101,766193586,0
1102,766193587,0
1103,766193588,2
1104,766193589,0
1105,766193590,0
1106,766193591,1
1107,766193592,0
1108,766193593,0
1109,766193594,1
1110,766193595,1
1111,766193596,2
1112,766193597,1
1113,766193598,2
1114,766193599,0
1115,766193600,0
1116,766193601,0
1117,766193602,2
1118,766193603,1
1119,766193604,2
1120,766193605,0
1121,766193606,2
1122,766193607,0
1123,766193608,1
1124,766193609,2
1125,766193610,1
1126,766193611,0
1127,766193612,2
1128,766193613,0
1129,766193614,2
1130,766193615,1
1131,766193616,2
1132,766193617,2
1133,766193618,2
1134,766193619,0
1135,766193620,0
1136,766193621,1
1137,766193622,1
1138,766193623,1
1139,766193624,0
1140,766193625,1
1141,766193626,1
1142,766193627,1
1143,766193628,0
1144,766193629,0
1145,766193630,2
1146,766193631,0
1147,766193632,0
1148,766193633,1
1149,766193634,0
1150,766193635,0
1151,766193636,2
1152,766193637,0
1153,766193638,2
1154,766193639,0
1155,766193640,1
1156,766193641,2
1157,766193642,2
1158,766193643,0
1159,766193644,2
1160,766193645,1
1161,766193646,2
1162,766193647,0
1163,766193648,0
1164,766193649,1
1165,766193650,1
1166,766193651,0
1167,766193652,0
1168,766193653,0
1169,766193654,1
1170,766193655,1
1171,766193656,0
1172,766193657,0
1173,766193658,1
1174,766193659,1
1175,766193660,0
1176,766193661,2
1177,766193662,0
1178,766193663,0
1179,766193664,0
1180,766193665,2
1181,766193666,0
1182,766193667,0
1183,766193668,2
1184,766193669,2
1185,766193670,0
1186,766193671,2
1187,766193672,0
1188,766193673,2
1189,766193674,2
1190,766193675,0
1191,766193676,1
1192,766193677,1
1193,766193678,0
1194,766193679,1
1195,766193680,0
1196,766193681,0
1197,766193682,1
1198,766193683,1
1199,766193684,1
1200,766193685,0
1201,766193686,0
1202,766193687,2
1203,766193688,0
1204,766193689,0
1205,766193690,0
1206,766193691,2
1207,766193692,2
1208,766193693,2
1209,766193694,1
1210,766193695,2
1211,766193696,2
1212,766193697,0
1213,766193698,0
1214,766193699,2
1215,766193700,0
1216,766193701,0
1217,766193702,0
1218,766193703,0
1219,766193704,1
1220,766193705,0
1221,766193706,2
1222,766193707,1
1223,766193708,2
1224,766193709,2
1225,766193710,0
1226,766193711,1
1227,766193712,0
1228,766193713,0
1229,766193714,0
1230,766193715,0
1231,766193716,1
1232,766193717,0
1233,766193718,1
1234,766193719,0
1235,766193720,0
1236,766193721,0
1237,766193722,0
1238,766193723,2
1239,766193724,0
1240,766193725,2
1241,766193726,0
1242,766193727,2
1243,766193728,1
1244,766193729,0
1245,766193730,2
1246,766193731,0
1247,766193732,0
1248,766193733,0
1249,766193734,0
1250,766193735,0
1251,766193736,2
1252,766193737,2
1253,766193738,1
1254,766193739,0
1255,766193740,2
1256,766193741,0
1257,766193742,0
1258,766193743,0
1259,766193744,0
1260,766193745,0
1261,766193746,2
1262,766193747,2
1263,766193748,0
1264,766193749,0
1265,766193750,1
1266,766193751,1
1267,766193752,1
1268,766193753,0
1269,766193754,1
1270,766193755,0
1271,766193756,1
1272,766193757,1
1273,766193758,2
1274,766193759,0
1275,766193760,0
1276,766193761,0
1277,766193762,1
1278,766193763,2
1279,766193764,0
1280,766193765,0
1281,766193766,0
1282,766193767,1
1283,766193768,0
1284,766193769,1
1285,766193770,0
1286,766193771,0
1287,766193772,1
1288,766193773,2
1289,766193774,2
1290,766193775,1
1291,766193776,2
1292,766193777,0
1293,766193778,2
1294,766193779,2
1295,766193780,2
1296,766193781,2
1297,766193782,1
1298,766193783,0
1299,766193784,1
1300,766193785,0
1301,766193786,0
1302,766193787,0
1303,766193788,1
1304,766193789,2
1305,766193790,0
1306,766193791,1
1307,766193792,0
1308,766193793,0
1309,766193794,2
1310,766193795,0
1311,766193796,0
1312,766193797,0
1313,766193798,1
1314,766193799,1
1315,766193800,2
1316,766193801,2
1317,766193802,0
1318,766193803,0
1319,766193804,0
1320,766193805,0
1321,766193806,0
1322,766193807,1
1323,766193808,0
1324,766193809,0
1325,766193810,1
1326,766193811,0
1327,766193812,2
1328,766193813,2
1329,766193814,1
1330,766193815,0
1331,766193816,0
1332,766193817,0
1333,766193818,1
1334,766193819,0
1335,766193820,0
1336,766193821,1
1337,766193822,1
1338,766193823,0
1339,766193824,1
1340,766193825,0
1341,766193826,0
1342,766193827,2
1343,766193828,0
1344,766193829,2
1345,766193830,1
1346,766193831,2
1347,766193832,0
1348,766193833,0
1349,766193834,0
1350,766193835,0
1351,766193836,0
1352,766193837,0
1353,766193838,0
1354,766193839,1
1355,766193840,0
1356,766193841,1
1357,766193842,1
1358,766193843,0
1359,766193844,0
1360,766193845,1
1361,766193846,1
1362,766193847,0
1363,766193848,0
1364,766193849,0
1365,766193850,0
1366,766193851,2
1367,766193852,1
1368,766193853,0
1369,766193854,0
1370,766193855,1
1371,766193856,2
1372,766193857,1
1373,766193858,1
1374,766193859,0
1375,766193860,0
1376,766193861,2
1377,766193862,2
1378,766193863,0
1379,766193864,2
1380,766193865,2
1381,766193866,0
1382,766193867,0
1383,766193868,0
1384,766193869,2
1385,766193870,0
1386,766193871,0
1387,766193872,2
1388,766193873,1
1389,766193874,0
1390,766193875,0
1391,766193876,2
1392,766193877,1
1393,766193878,0
1394,766193879,2
1395,766193880,0
1396,766193881,1
1397,766193882,2
1398,766193883,1
1399,766193884,0
1400,766193885,1
1401,766193886,2
1402,766193887,0
1403,766193888,0
1404,766193889,2
1405,766193890,2
1406,766193891,0
1407,766193892,2
1408,766193893,2
1409,766193894,0
1410,766193895,0
1411,766193896,0
1412,766193897,1
1413,766193898,1
1414,766193899,2
1415,766193900,0
1416,766193901,0
1417,766193902,0
1418,766193903,2
1419,766193904,0
1420,766193905,0
1421,766193906,0
1422,766193907,0
1423,766193908,2
1424,766193909,2
1425,766193910,0
1426,766193911,0
1427,766193912,2
1428,766193913,0
1429,766193914,1
1430,766193915,0
1431,766193916,0
1432,766193917,2
1433,766193918,2
1434,766193919,0
1435,766193920,0
1436,766193921,1
1437,766193922,2
1438,766193923,0
1439,766193924,2
1440,766193925,1
1441,766193926,1
1442,766193927,0
1443,766193928,2
1444,766193929,1
1445,766193930,2
1446,766193931,1
1447,766193932,0
1448,766193933,2
1449,766193934,0
1450,766193935,0
1451,766193936,0
1452,766193937,0
1453,766193938,2
1454,766193939,2
1455,766193940,1
1456,766193941,0
1457,766193942,0
1458,766193943,0
1459,766193944,0
1460,766193945,0
1461,766193946,0
1462,766193947,2
1463,766193948,0
1464,766193949,0
1465,766193950,1
1466,766193951,0
1467,766193952,0
1468,766193953,1
1469,766193954,1
1470,766193955,0
1471,766193956,0
1472,766193957,1
1473,766193958,0
1474,766193959,2
1475,766193960,1
1476,766193961,1
1477,766193962,0
1478,766193963,2
1479,766193964,2
1480,766193965,2
1481,766193966,0
1482,766193967,1
1483,766193968,0
1484,766193969,0
1485,766193970,0
1486,766193971,0
1487,766193972,0
1488,766193973,1
1489,766193974,0
1490,766193975,2
1491,766193976,2
1492,766193977,2
1493,766193978,0
1494,766193979,1
1495,766193980,0
1496,766193981,2
1497,766193982,1
1498,766193983,0
1499,766193984,2
1500,766193985,2
1501,766193986,1
1502,766193987,0
1503,766193988,0
1504,766193989,0
1505,766193990,1
1506,766193991,0
1507,766193992,2
1508,766193993,0
1509,766193994,0
1510,766193995,0
1511,766193996,0
1512,766193997,0
1513,766193998,0
1514,766193999,2
1515,766194000,0
1516,766194001,0
1517,766194002,2
1518,766194003,0
1519,766194004,0
1520,766194005,0
1521,766194006,2
1522,766194007,0
1523,766194008,1
1524,766194009,0
1525,766194010,2
1526,766194011,0
1527,766194012,2
1528,766194013,0
1529,766194014,0
1530,766194015,0
1531,766194016,0
1532,766194017,2
1533,766194018,0
1534,766194019,1
1535,766194020,0
1536,766194021,1
1537,766194022,2
1538,766194023,0
1539,766194024,0
1540,766194025,1
1541,766194026,0
1542,766194027,0
1543,766194028,0
1544,766194029,2
1545,766194030,0
1546,766194031,1
1547,766194032,2
1548,766194033,0
1549,766194034,0
1550,766194035,0
1551,766194036,1
1552,766194037,2
1553,766194038,2
1554,766194039,0
1555,766194040,1
1556,766194041,0
1557,766194042,2
1558,766194043,0
1559,766194044,0
1560,766194045,1
1561,766194046,0
1562,766194047,0
1563,766194048,0
1564,766194049,2
1565,766194050,1
1566,766194051,2
1567,766194052,0
1568,766194053,2
1569,766194054,0
1570,766194055,0
1571,766194056,0
1572,766194057,0
1573,766194058,0
1574,766194059,1
1575,766194060,2
1576,766194061,0
1577,766194062,2
1578,766194063,1
1579,766194064,0
1580,766194065,0
1581,766194066,1
1582,766194067,0
1583,766194068,1
1584,766194069,0
1585,766194070,1
1586,766194071,2
1587,766194072,0
1588,766194073,0
1589,766194074,0
1590,766194075,0
1591,766194076,1
1592,766194077,1
1593,766194078,1
1594,766194079,1
1595,766194080,1
1596,766194081,1
1597,766194082,0
1598,766194083,0
1599,766194084,1
1600,766194085,0
1601,766194086,0
1602,766194087,1
1603,766194088,0
1604,766194089,2
1605,766194090,0
1606,766194091,0
1607,766194092,0
1608,766194093,1
1609,766194094,1
1610,766194095,2
1611,766194096,1
1612,766194097,0
1613,766194098,0
1614,766194099,1
1615,766194100,0
1616,766194101,0
1617,766194102,2
1618,766194103,0
1619,766194104,0
1620,766194105,0
1621,766194106,1
1622,766194107,0
1623,766194108,1
1624,766194109,1
1625,766194110,1
1626,766194111,1
1627,766194112,0
1628,766194113,0
1629,766194114,0
1630,766194115,1
1631,766194116,0
1632,766194117,0
1633,766194118,2
1634,766194119,0
1635,766194120,0
1636,766194121,0
1637,766194122,0
1638,766194123,1
1639,766194124,0
1640,766194125,1
1641,766194126,2
1642,766194127,1
1643,766194128,2
1644,766194129,1
1645,766194130,1
1646,766194131,2
1647,766194132,2
1648,766194133,0
1649,766194134,0
1650,766194135,1
1651,766194136,2
1652,766194137,1
1653,766194138,0
1654,766194139,0
1655,766194140,0
1656,766194141,1
1657,766194142,0
1658,766194143,0
1659,766194144,0
1660,766194145,2
1661,766194146,2
1662,766194147,2
